id	row	cost	en	jp
V11-B12-G2-011	2	0.008	Their printed route used the east sidewalk because it was the shortest path.	印刷した経路では、最短だったため東側の歩道を通る予定でした。
V11-B12-G2-011	3	0.1366	The day before the walk, Haruna checked the route and found that the sidewalk was closed for construction.	前日、ハルナが経路を確認すると、その歩道は工事で通行止めになっていました。
V11-B12-G2-011	4	0.1839	A sign showed a detour with several stairs, but one student in the group would be using crutches.	案内された迂回路には階段がいくつもありましたが、参加する一人は松葉づえを使う予定でした。
V11-B12-G2-011	5	0.0576	Haruna and her teacher walked another possible route through the park.	ハルナと先生は、公園を通る別の道を実際に歩いて確認しました。
V11-B12-G2-011	6	0.1448	It was six minutes longer, but it had a smooth path and safe crossings.	6分長くかかりましたが、道は平らで安全な横断場所もありました。
V11-B12-G2-011	8	0.1736	Checking the route in advance allowed them to choose a path that everyone could actually use.	事前に経路を確かめたことで、全員が実際に使える道を選べました。
V11-B12-G2-012	1	0.0407	At a festival food booth, visitors could pay with cash or prepaid tickets.	文化祭の食べ物売り場では、現金か前売り券で支払えました。
V11-B12-G2-012	2	1.5718	The team made one line for each method, expecting the two lines to move at the same speed.	担当者は二つの列が同じくらいの速さで進むと考え、支払い方法ごとに一列ずつ作りました。
V11-B12-G2-012	3	0.203	After thirty minutes, the cash line was short, but the ticket line stretched into the hallway.	30分後、現金の列は短いのに、券の列は廊下まで伸びていました。
V11-B12-G2-012	4	0.074	Mika counted orders for ten minutes and found that ticket customers were not slower; there was only one server at that table while two people worked at the cash table.	ミカが10分間注文を数えると、券を使う客の処理が遅いのではなく、券側の担当が一人だけで、現金側には二人いると分かりました。
V11-B12-G2-012	5	0.0842	The team moved one worker to the ticket side during busy periods and used one person to prepare food for both lines.	混雑時には一人を券側へ移し、もう一人が両方の列の料理準備を担当するようにしました。
V11-B12-G2-012	6	0.2292	The next count showed similar waiting times.	次の計測では待ち時間がほぼ同じになりました。
V11-B12-G2-012	7	0.0689	Looking at the work behind each line helped the team fix the real cause instead of changing the payment system.	支払い方法を変えるのではなく、各列の裏で行われている作業を見ることで本当の原因を直せました。
V11-B12-G2-013	1	0.0744	The science club wanted to compare birds visiting two feeders.	科学部は二つの餌台を訪れる鳥を比べようとしました。
V11-B12-G2-013	2	1.3835	For one week, members counted birds from 7:30 to 8:00 each morning.	一週間、毎朝7時30分から8時まで鳥の数を数えました。
V11-B12-G2-013	3	0.1552	Feeder A had many visits, while Feeder B had almost none, so they nearly concluded that birds disliked B's location.	Aには多くの鳥が来ましたが、Bにはほとんど来なかったため、部員は鳥がBの場所を好まないと結論づけそうになりました。
V11-B12-G2-013	4	0.0981	Then Ken noticed that afternoon club members often saw birds near Feeder B.	しかしケンは、午後の部員がBの近くで鳥をよく見ていることに気づきました。
V11-B12-G2-013	5	1.5114	In the second week, the team added observations at 12:30 and 4:00 while keeping the morning count.	次の週は朝の観察を続けながら、12時30分と4時にも観察を加えました。
V11-B12-G2-013	6	1.4347	Feeder B received most of its visits later in the day because the nearby playground was quiet then.	Bの近くの運動場が静かになるため、Bへの訪問は一日の後半に多いと分かりました。
V11-B12-G2-013	7	1.3934	The club's first schedule had shown only one part of the pattern.	最初の観察時間では、全体の一部分しか見えていませんでした。
V11-B12-G2-013	8	0.0114	Using several times gave them a fairer comparison of the two locations.	複数の時刻を使うことで、二つの場所をより公平に比べられました。
V11-B12-G2-014	1	0.5542	Three classes shared a cart of twenty tablets.	三つのクラスで20台のタブレットが入ったカートを共有していました。
V11-B12-G2-014	2	1.6246	One morning, Class 2-1 opened it and found six devices below twenty percent battery.	ある朝、2年1組が開けると、6台の充電が20％未満でした。
V11-B12-G2-014	3	1.3683	The previous class had returned all twenty, so at first no one knew what had happened.	前のクラスは20台すべて返していたため、最初は原因が分かりませんでした。
V11-B12-G2-014	4	0.0492	Akira checked the charging screen and saw that several cables were loose.	アキラが充電画面を確認すると、いくつかのケーブルが緩んでいました。
V11-B12-G2-014	5	0.112	He also found that students were only asked to return tablets, not to confirm that charging had started.	また、生徒は端末を返すよう言われているだけで、充電が始まったことの確認は求められていませんでした。
V11-B12-G2-014	6	1.3618	The classes created a two-step routine: connect each cable and check for the charging symbol before closing the cart.	そこで各クラスは、ケーブルをつなぎ、カートを閉める前に充電マークを確かめる二段階の手順を作りました。
V11-B12-G2-014	7	1.489	A student then recorded the lowest battery level at the end of the day.	さらに一日の終わりに最も低い充電率を記録しました。
V11-B12-G2-014	8	0.1383	After a week, every tablet began the morning above eighty percent.	一週間後、すべての端末が朝80％以上で始められるようになりました。
V11-B12-G2-014	9	0.3726	The new routine made responsibility visible instead of assuming that returning a device meant it was ready.	返却したから準備完了と考えず、責任を確認できる手順に変えました。
V11-B12-G2-015	1	0.0588	The gardening club sold small plants in the hallway.	園芸部は廊下で小さな植物を販売しました。
V11-B12-G2-015	2	0.131	Each pot had a neat label with its name, price, and care instructions, but the print was tiny.	各鉢には名前、値段、育て方がきれいに書かれていましたが、文字がとても小さかったのです。
V11-B12-G2-015	4	0.0938	Yui watched buyers and noticed that many bent down close to the pots before asking.	ユイが購入者を見ていると、多くの人が質問する前に鉢へ顔を近づけていました。
V11-B12-G2-015	5	0.0186	The club made large cards for each plant type and put price, light, and watering information in the same order on every card.	そこで植物の種類ごとに大きなカードを作り、値段、光、水やりの情報をどのカードでも同じ順に並べました。
V11-B12-G2-015	6	0.053	Small individual labels stayed on the pots.	鉢の小さな個別ラベルは残しました。
V11-B12-G2-015	7	0.1129	During the next break, buyers could compare plants while standing, and repeated questions fell sharply.	次の休み時間には、立ったまま植物を比べられ、繰り返しの質問が大きく減りました。
V11-B12-G2-015	8	0.053	The club did not remove information; it changed the size and place so people could use it.	情報を減らすのではなく、大きさと置く場所を変えて使いやすくしました。
V11-B12-G2-016	1	1.7251	After basketball practice, a player needed tape, but the first-aid box had none.	バスケットボールの練習後、選手がテープを必要としましたが、救急箱には一本も残っていませんでした。
V11-B12-G2-016	2	0.0135	The coach remembered buying several rolls the week before.	コーチは前の週に何本か買ったことを覚えていました。
V11-B12-G2-016	3	0.0792	Rather than simply buying more, Haruto checked the inventory sheet.	ハルトはただ買い足すのではなく、在庫表を確認しました。
V11-B12-G2-016	4	1.3841	It showed that tape had been used three times, but no one had written how much remained.	テープを三回使った記録はありましたが、残りの数を書いた人はいませんでした。
V11-B12-G2-016	5	0.206	Other small items had the same problem.	他の小さな用品にも同じ問題がありました。
V11-B12-G2-016	6	0.0978	The club added a minimum number beside each item and asked the student who opened the last package to mark it.	そこで各用品に最低必要数を書き、最後の包装を開けた生徒が印を付けることにしました。
V11-B12-G2-016	7	0.1947	Every Friday, one manager compared the marks with the actual box and restocked anything below the minimum.	毎週金曜日、一人の担当が印と実際の箱を比べ、最低数を下回った物を補充します。
V11-B12-G2-016	8	1.4228	Two weeks later, the Friday check caught a low supply of bandages before they ran out.	二週間後、金曜の確認で包帯が少ないことを、なくなる前に見つけました。
V11-B12-G2-016	9	0.0868	The new system used both records and a physical check instead of waiting for the next emergency.	次の緊急時まで待つのではなく、記録と実物確認の両方を使う仕組みにしました。
V11-B12-G2-017	1	0.0222	The neighborhood notice board was meant for many local groups, but large event posters sometimes stayed for weeks after events ended.	地域の掲示板は多くの団体が使うためのものでしたが、大きなイベントポスターが行事終了後も何週間も残ることがありました。
V11-B12-G2-017	2	0.0052	Small notices were pushed into corners where few people saw them.	小さな案内は隅へ追いやられ、ほとんど見てもらえませんでした。
V11-B12-G2-017	3	1.4065	Students helping the community center measured the board and listed every poster for two weeks.	公民館を手伝う生徒たちは掲示板の大きさを測り、二週間すべての掲示物を記録しました。
V11-B12-G2-017	4	1.5701	They found that old event posters used almost one third of the space.	すると、終了した行事のポスターが約3分の1の場所を使っていると分かりました。
V11-B12-G2-017	6	1.4011	Volunteers checked the dates twice a week.	ボランティアが週二回日付を確認しました。
V11-B12-G2-017	7	0.0006	A month later, different groups were using the board, and expired posters no longer covered current information.	一か月後にはさまざまな団体が掲示板を使い、期限切れのポスターが新しい情報を覆うこともなくなりました。
V11-B12-G2-017	8	0.0689	The rotation rule protected access without excluding any group.	どの団体も排除せず、交代のルールで利用機会を守りました。
V11-B12-G3-001	1	0.0333	The environment committee wanted to recommend cooler places for students to rest in summer.	環境委員会は、夏に生徒が休むためのより涼しい場所を勧めようと考えました。
V11-B12-G3-001	2	0.1603	They measured the temperature under six trees at noon and found that the space beside the gym was the coolest.	六本の木の下で正午に気温を測ると、体育館のそばが最も涼しいと分かりました。
V11-B12-G3-001	3	0.025	Their first idea was to make that place the main rest area.	最初はそこを主な休憩場所にしようと考えました。
V11-B12-G3-001	4	0.0109	Mika, however, noticed that some students used the courtyard before classes and others stayed outside after club activities.	しかしミカは、登校後の朝に中庭を使う生徒もいれば、部活動の後に外で過ごす生徒もいることに気づきました。
V11-B12-G3-001	5	1.4861	The committee repeated the survey at 8:00 a.m., noon, and 4:00 p.m. for three sunny days.	そこで委員会は晴れた三日間、午前8時、正午、午後4時にもう一度調査しました。
V11-B12-G3-001	6	0.0264	The gym trees still gave good shade at noon, but the east courtyard was cooler in the morning and the library side stayed comfortable later in the afternoon.	体育館の木陰は正午にはやはり涼しかったものの、朝は東側の中庭の方が涼しく、午後遅くは図書館側が過ごしやすいことが分かりました。
V11-B12-G3-001	8	1.3743	The second survey did not make the first measurements wrong; it showed that the first question had been too narrow for the decision they wanted to make.	二回目の調査は最初の測定が間違いだったことを示したのではなく、判断したいことに対して最初の問いが狭すぎたと示したのです。
V11-B12-G3-002	1	1.5468	An empty shop near the station had been unused for almost a year.	駅の近くに、ほぼ一年間使われていない空き店舗がありました。
V11-B12-G3-002	2	0.0049	A group of high school and university students proposed turning it into a shared study space.	高校生と大学生のグループは、そこを共同の自習場所にする案を出しました。
V11-B12-G3-002	3	1.522	The owner offered a low three-month rent because he wanted to know whether the idea could work.	店主は、その案がうまくいくか確かめたいと考え、三か月間は安い家賃でよいと言いました。
V11-B12-G3-002	4	1.4205	At first, the students were excited by the location and planned to open every evening until 9:00.	学生たちは場所の便利さに喜び、最初は毎晩9時まで開ける計画でした。
V11-B12-G3-002	5	0.3022	Then they interviewed nearby residents, parents, and students.	しかし近隣住民、保護者、生徒に話を聞くと、別の問題が見えてきました。
V11-B12-G3-002	6	1.6426	Residents were not against the project, but several worried about voices and bicycle noise after 8:00.	住民は計画そのものに反対ではありませんでしたが、8時以降の話し声や自転車の音を心配する人がいました。
V11-B12-G3-002	7	1.4533	Parents asked who would be responsible if younger students stayed late, and one wheelchair user pointed out that the front step made the entrance difficult.	保護者は年下の生徒が遅くまで残る場合の責任者を尋ね、車いす利用者は入口の段差が入りにくいと指摘しました。
V11-B12-G3-002	8	0.0535	The group revised its plan before signing any agreement.	そこで契約を結ぶ前に計画を修正しました。
V11-B12-G3-002	9	1.5399	They proposed a six-week trial, ending at 8:00, with one adult volunteer present.	6週間の試行にし、終了は8時、成人ボランティアを一人置くことにしました。
V11-B12-G3-002	10	0.1999	The owner agreed to place a temporary ramp at the entrance.	店主は入口に仮設スロープを置くことにも同意しました。
V11-B12-G3-002	12	0.3323	After six weeks, the group would decide whether the space should continue and what would need to change.	6週間後に継続するか、何を変える必要があるかを決めます。
V11-B12-G3-002	13	0.1178	The proposal became less ambitious, but it also became more realistic because it included the people who would be affected by the project rather than only the people who wanted to use it.	計画は当初より控えめになりましたが、使いたい人だけでなく影響を受ける人も含めて考えたことで、より現実的なものになりました。
V11-B12-G3-003	1	0.0506	For a local history project, Haru interviewed an eighty-two-year-old resident about a flood that changed the old shopping street.	地域史の調査で、ハルは古い商店街を大きく変えた洪水について82歳の住民にインタビューしました。
V11-B12-G3-003	2	0.0656	During the interview, the resident said the flood happened in 1964.	その住民は洪水が1964年に起きたと話しました。
V11-B12-G3-003	3	0.1101	Later, Haru listened to a second recording made by the resident's younger brother, who clearly said 1965.	後で、その人の弟の録音を聞くと、弟ははっきり1965年だと言っていました。
V11-B12-G3-003	4	0.185	Haru did not want to choose the date that appeared in the first interview simply because it had been recorded earlier.	ハルは、先に録音したからという理由だけで最初の年を選びたくありませんでした。
V11-B12-G3-003	5	0.0773	She checked a town newspaper index, a shop owner's diary, and a photograph kept at the library.	そこで町の新聞索引、店主の日記、図書館に保存された写真を調べました。
V11-B12-G3-003	6	0.113	The newspaper listed a major flood in September 1965, and the diary described water entering the same row of shops that week.	新聞には1965年9月の大洪水が記録され、日記にも同じ週に同じ並びの店へ水が入ったことが書かれていました。
V11-B12-G3-003	7	0.0996	The photograph was marked only 'after the big flood,' so it could not decide the date by itself.	写真には『大洪水の後』としか書かれておらず、それだけでは年を決められませんでした。
V11-B12-G3-003	8	0.2633	Haru wrote that the family's memory differed, but the surviving documents supported 1965.	ハルは、家族の記憶には違いがあるものの、残っている資料は1965年を支持すると報告しました。
V11-B12-G3-003	9	1.6678	She also kept both interviews in the project archive.	そして二つのインタビューの両方を資料として保存しました。
V11-B12-G3-003	10	0.1618	Her final report respected the speakers' memories while making a clear distinction between remembered dates and dates supported by independent records.	最終報告では話し手の記憶を尊重しながら、記憶された年代と独立した記録で確かめられる年代を区別しました。
V11-B12-G3-004	1	0.0059	The health club at Midori High School planned a visit to a small island clinic.	緑高校の保健部は、小さな島の診療所を訪問する計画を立てました。
V11-B12-G3-004	2	0.014	The students wanted to interview a nurse about emergency care in places with few medical workers.	医療従事者の少ない地域での救急対応について看護師へインタビューするためです。
V11-B12-G3-004	3	0.0472	Four students and their teacher would travel from the city station, use the ferry, spend about ninety minutes at the clinic, and return to school the same day.	生徒4人と先生は市内の駅から出発し、フェリーで島へ渡り、診療所で約90分過ごして、その日のうちに学校へ戻る予定でした。
V11-B12-G3-004	4	0.0416	At first, they chose the 10:20 ferry because it allowed everyone to meet after the morning homeroom.	最初は朝のホームルーム後に集合できる10時20分のフェリーを選びました。
V11-B12-G3-004	5	0.0068	When Aya checked the clinic information, however, she noticed that reception ended at noon and new patients were accepted only until 11:30.	しかしアヤが診療所の情報を確認すると、受付は正午までで、新しい患者の受付は11時30分までだと分かりました。
V11-B12-G3-004	6	0.0716	Their interview was not a medical appointment, but the clinic had asked visitors to arrive before the busy final hour so staff could guide them safely.	インタビューは診察ではありませんが、診療所からは安全に案内できるよう忙しい最後の時間帯より前に来てほしいと言われていました。
V11-B12-G3-004	7	0.4243	The 10:20 ferry reached the island at 10:55, leaving little time before 11:30.	10時20分の便は10時55分に島へ着くため、11時30分までほとんど余裕がありません。
V11-B12-G3-004	8	0.1675	Aya then compared the earlier ferry, the weather notice, and the return buses.	そこでアヤは早い便、天気予報、帰りのバスを比べました。
V11-B12-G3-004	9	0.2867	The 8:10 ferry arrived at 8:45, so the group could walk to the clinic and begin around 9:15.	8時10分の便なら8時45分に到着し、歩いて診療所へ行けば9時15分ごろに始められます。
V11-B12-G3-004	10	0.1044	After about ninety minutes, they could finish around 10:45, eat lunch near the port, and take the 13:40 ferry back.	約90分のインタビューを10時45分ごろに終え、港近くで昼食を取り、13時40分の便で戻れます。
V11-B12-G3-004	11	0.0902	That ferry reached the city harbor at 14:15, leaving twenty minutes before the 14:35 bus.	その便は14時15分に市の港へ着き、14時35分のバスまで20分あります。
V11-B12-G3-004	12	1.5449	The later 15:30 ferry seemed convenient too, but the weather notice warned of strong winds after 14:00 and said that sailing might be canceled.	15時30分の便も便利に見えましたが、14時以降は強風が予想され、欠航の可能性がありました。
V11-B12-G3-004	13	1.3591	The group did not want a plan that depended on the most uncertain ferry of the day.	一日の中で最も不確かな便に頼る計画にはしたくありませんでした。
V11-B12-G3-004	14	0.0748	They therefore asked the school for permission to leave before regular homeroom and chose the 8:10 ferry and the 13:40 return.	そこで学校に通常のホームルーム前に出発する許可を求め、8時10分の往路と13時40分の復路を選びました。
V11-B12-G3-004	15	0.28	Their final plan was less convenient in the morning, but it respected clinic operations and reduced weather risk.	朝は不便になりましたが、診療所の運営を尊重し、天候リスクも減らせます。
V11-B12-G3-004	16	0.1705	The students also wrote a backup rule: if the morning ferry was canceled, they would postpone the visit rather than arrive late and pressure the clinic staff.	さらに、朝の便が欠航した場合は遅れて診療所へ行くのではなく訪問を延期するという予備ルールも決めました。
V11-B12-G3-004	17	0.0556	The timetable did not provide one answer by itself.	一つの時刻表だけでは答えは出ませんでした。
V11-B12-G3-004	18	0.1136	A workable choice appeared only after they connected travel time, clinic conditions, weather risk, and the return bus.	移動時間、診療所の条件、天候、帰りのバスを結びつけて初めて実行可能な計画になりました。
V11-B12-G3-005	1	1.3565	The science club made a poster comparing electricity use in three school rooms.	科学部は校内三部屋の電気使用量を比べるポスターを作りました。
V11-B12-G3-005	2	1.4116	The music room used more electricity in one week than either of the two classrooms, so the first draft called it the least efficient room.	一週間では音楽室が二つの教室より多く電気を使っていたため、最初の案では音楽室を最も効率の悪い部屋としました。
V11-B12-G3-005	3	0.3895	Ken noticed that the rooms were not used in the same way.	しかしケンは、部屋の使われ方が同じではないことに気づきました。
V11-B12-G3-005	4	0.0261	The music room was larger, had two air conditioners, and was used for evening practice three days that week.	音楽室は広く、エアコンが二台あり、その週は三日間夕方の練習にも使われていました。
V11-B12-G3-005	5	0.4495	He asked the group to compare electricity use with hours of use and the number of people present.	そこで使用時間と利用人数も合わせて比べました。
V11-B12-G3-005	8	0.0293	They still reported the weekly totals, but they no longer treated room size and use time as unimportant details.	週ごとの合計値はそのまま載せましたが、部屋の大きさや使用時間を無視しませんでした。
V11-B12-G3-005	9	0.0592	The revised poster taught students how a number can be correct while the conclusion based on it is still too simple.	数値そのものは正しくても、そこから出す結論が単純すぎることがあると示すポスターになりました。
V11-B12-G3-006	1	0.0491	A community center started a Saturday kitchen where teenagers and older residents cooked inexpensive lunches together.	地域センターは土曜日に、中高生と高齢者が一緒に安い昼食を作る共同キッチンを始めました。
V11-B12-G3-006	2	1.4651	The first two weeks were popular, but one family stopped attending after discovering that a soup contained sesame.	最初の二週間は人気でしたが、ある家族がスープにごまが入っていると分かってから参加をやめました。
V11-B12-G3-006	3	1.5463	No one had become ill because the family asked before eating, yet the incident showed that the kitchen's information system was weak.	その家族は食べる前に確認したため体調を崩した人はいませんでしたが、キッチンの情報の出し方に弱点があると分かりました。
V11-B12-G3-006	4	0.2062	Ingredients were written on a small sheet near the cooking table, and some labels used only Japanese even when visiting students from abroad joined the event.	材料は調理台近くの小さな紙に書かれ、一部の表示は海外から来た生徒が参加しても日本語だけでした。
V11-B12-G3-006	5	0.0886	The organizers considered ending the trial, but participants argued that the problem could be corrected.	運営側は試行をやめることも考えましたが、参加者は改善できると考えました。
V11-B12-G3-006	6	0.0605	They created a new rule: every dish would have an ingredient card before serving, eight common allergens would be marked with simple symbols, and one volunteer would check the cards against the recipe.	そこで、提供前にすべての料理へ材料カードを付け、代表的な八つのアレルゲンを簡単な記号で示し、一人のボランティアがレシピとカードを照合するルールを作りました。
V11-B12-G3-006	7	0.1777	They also prepared short English labels for basic ingredients and asked participants to tell the staff about allergies when registering.	基本的な材料には短い英語表示も用意し、登録時にアレルギーを伝えてもらうことにしました。
V11-B12-G3-006	8	0.0253	During the next four Saturdays, the kitchen served the same number of people without another information complaint.	その後四回の土曜日では、同じ人数に食事を提供しながら情報に関する苦情はありませんでした。
V11-B12-G3-006	9	0.2223	The organizers did not claim that symbols could remove every risk.	ただし記号だけですべての危険がなくなるとは考えませんでした。
V11-B12-G3-006	10	1.374	They kept a separate preparation area for one severe allergy and told volunteers not to promise that every dish was safe for everyone.	重いアレルギー一件には別の調理場所を設け、誰にでも安全だと約束しないようボランティアにも伝えました。
V11-B12-G3-006	11	1.4685	At the end of the trial, the center decided to continue the kitchen for three more months.	試行終了時、センターはさらに三か月続けることを決めました。
V11-B12-G3-006	12	0.0211	The decision was based not only on attendance but also on whether the revised procedure made responsibilities and limits clearer.	その判断は参加人数だけでなく、改善された手順によって責任と限界が明確になったかも見て行われました。
V11-B12-G3-006	13	0.0275	The event became safer because the group treated communication as part of food safety rather than as an extra sign added after cooking.	情報伝達を調理後の付け足しではなく食品安全の一部として扱ったことで、活動はより安全になりました。
V11-B12-G3-007	1	0.0891	The media club prepared a post about a student protest against the removal of bicycle parking.	メディア部は、自転車置き場の撤去に反対する生徒の活動について投稿を作りました。
V11-B12-G3-007	2	1.5913	One member chose a dramatic photograph showing a student holding a sign directly in front of a school gate.	ある部員は、校門の前で生徒が看板を持つ印象的な写真を選びました。
V11-B12-G3-007	3	0.215	When the photo was cropped for social media, the image no longer showed the temporary construction fence beside the gate.	SNS用に写真を切り取ると、校門横の仮設工事フェンスが写らなくなりました。
V11-B12-G3-007	4	0.1066	Some readers then assumed that the student was blocking the entrance.	そのため一部の読者は、生徒が入口をふさいでいると思いました。
V11-B12-G3-007	6	0.0464	The club replaced the cropped image with a wider version and added a caption explaining the construction.	部員はより広い範囲を写した写真へ替え、工事について説明するキャプションを加えました。
V11-B12-G3-007	7	0.076	They also created a rule that photos used as evidence should be checked in their original frame before editing.	また、証拠として使う写真は編集前の全体画像を確認するというルールを作りました。
V11-B12-G3-007	8	0.4719	The problem was not that cropping was always dishonest.	問題は写真を切り取ること自体が常に不正だということではありません。
V11-B12-G3-007	9	0.039	Cropping became misleading when it removed information needed to understand what was happening.	状況を理解するために必要な情報まで消したときに、切り取りが誤解を生んだのです。
V11-B12-G3-007	10	0.0814	The revised post received fewer angry comments and led to a more useful discussion about bicycle access during construction.	修正版には怒ったコメントが減り、工事中の自転車利用についてより有益な議論が生まれました。
V11-B12-G3-008	1	0.3826	Ryo's family wanted to attend the city library's learning day.	リョウの家族は市立図書館の学習イベントへ行こうとしていました。
V11-B12-G3-008	2	1.4238	Ryo was thirteen, his sister Hana was eight, and their mother hoped to choose activities that both children could enjoy without leaving Hana alone.	リョウは13歳、妹のハナは8歳で、母親はハナを一人にせず二人が楽しめる活動を選びたいと考えました。
V11-B12-G3-008	3	1.5454	The event guide listed a robot workshop on the third floor from 10:00 to 11:20 for ages ten to fifteen, a picture-book lab on the second floor from 11:00 to 11:45 for ages six to ten, and a family science show in the first-floor hall from 13:00 to 13:50 for all ages.	案内には、10時から11時20分まで3階で行う10〜15歳向けロボット教室、11時から11時45分まで2階で行う6〜10歳向け絵本ラボ、13時から13時50分まで1階ホールで行う全年齢向け家族科学ショーがありました。
V11-B12-G3-008	5	0.3491	Then she noticed an elevator maintenance notice: the elevator would be closed from 9:30 until 12:30.	しかし母親は、9時30分から12時30分までエレベーター点検で使えないという知らせに気づきました。
V11-B12-G3-008	6	0.0125	Stairs would remain open, but Hana could not safely use the stairs because of a leg condition and needed the elevator for floor changes.	階段は使えますが、ハナは脚の状態のため階段を安全に使えず、階を移動するにはエレベーターが必要です。
V11-B12-G3-008	7	0.1526	The family considered three possibilities.	家族は三つの案を考えました。
V11-B12-G3-008	8	1.5292	First, they could arrive early and take the elevator to the third floor before 9:30, but Hana would still need to move between floors later, and the picture-book lab did not begin until 11:00.	9時30分前に着いてエレベーターで3階へ上がる案では、その後ハナが階を移動できず、絵本ラボの開始も11時です。
V11-B12-G3-008	9	1.3744	Second, they considered attending only the picture-book lab, but it ended before the elevator reopened, so Hana could not reach the second floor safely.	絵本ラボだけに参加する案も考えましたが、ラボはエレベーターの再開前に終わるため、ハナは安全に2階へ行けません。
V11-B12-G3-008	11	0.0312	Ryo was disappointed at first because he liked robots.	リョウはロボット教室に行けず残念でした。
V11-B12-G3-008	12	0.0915	His mother suggested that they ask whether the robot workshop would be offered again on another day.	母親は、ロボット教室が別の日にも行われるか尋ねようと提案しました。
V11-B12-G3-008	13	0.0014	The library replied that the same workshop was planned for the next month.	図書館から、翌月にも同じ教室があると返事がありました。
V11-B12-G3-008	14	0.2742	The family therefore chose the science show for learning day and saved the robot workshop for the later date.	そこで今回は科学ショーを選び、ロボット教室は翌月にしました。
V11-B12-G3-008	15	0.4157	Their decision came from connecting time, age, floor location, and access information rather than simply choosing the most interesting activities on the event list.	この判断は、活動の面白さだけでなく、時間、年齢、階、移動条件を結びつけて行われました。
V11-B12-G3-009	1	0.0212	A class surveyed litter on a beach to decide what kind of waste-reduction campaign the town needed.	あるクラスは、町にどんなごみ削減活動が必要か考えるため海岸のごみを調査しました。
V11-B12-G3-009	2	0.1227	They counted far more plastic cups and food containers than fishing equipment, so the first report blamed everyday visitors.	プラスチックカップや食品容器が漁業用品よりずっと多かったため、最初の報告では日常の来訪者が主な原因だとしました。
V11-B12-G3-009	3	1.5438	Yui checked the survey date and noticed that it had been conducted on the morning after a three-day holiday with a large beach festival.	しかしユイは調査日を確認し、大きな海辺の祭りを含む三連休の翌朝だったことに気づきました。
V11-B12-G3-009	4	0.1746	The class had no data from ordinary weekdays or from winter, when fewer tourists came.	普通の平日や観光客の少ない冬のデータはありませんでした。
V11-B12-G3-009	5	1.5274	They returned twice in the next month and separated items by type and location.	そこで翌月に二回調査し、ごみを種類と場所で分けました。
V11-B12-G3-009	6	0.0643	The later counts were much lower, and some fishing rope appeared near the working harbor but not near the swimming area.	その後の数はずっと少なく、漁港近くでは漁網の一部が見つかりましたが、遊泳区域では見つかりませんでした。
V11-B12-G3-009	7	0.0849	The class rewrote its conclusion.	クラスは結論を書き直しました。
V11-B12-G3-009	8	0.1903	The first survey accurately described the beach after a busy holiday, but it could not describe all seasons or all users.	最初の調査は忙しい休日後の海岸の状態を正しく表していましたが、すべての季節や利用者を表すものではありませんでした。
V11-B12-G3-009	9	0.029	Their campaign finally had two parts: more food-waste bins near festival areas and a separate collection point for damaged fishing material near the harbor.	最終的な活動は、祭り区域近くの食品ごみ箱を増やすことと、港近くに壊れた漁業用品の回収場所を置くことの二本立てになりました。
V11-B12-G3-010	1	0.076	A student translation team prepared English notices for families attending an international day at school.	生徒の翻訳チームは、学校の国際交流日に来る家族向けの英語案内を作っていました。
V11-B12-G3-010	2	1.4339	One Japanese notice said that visitors should leave outdoor shoes at the entrance and take indoor slippers 'from the side.'	日本語の案内には、外靴を入口に置き、『横から』上履きを取るよう書かれていました。
V11-B12-G3-010	3	0.1837	The first English draft read, 'Please take slippers from the side.'	最初の英訳は『横からスリッパを取ってください』でした。
V11-B12-G3-010	4	0.4471	Three exchange students understood the words but asked, 'Which side?'	交換留学生三人は単語は理解できましたが、『どちらの横ですか』と尋ねました。
V11-B12-G3-010	6	0.0907	The Japanese notice made sense to regular students because everyone already knew the entrance layout, but the English version had to work for people without that background knowledge.	日本語案内は校内の配置を知っている普段の生徒には通じますが、英語版はその知識のない人にも分かる必要があります。
V11-B12-G3-010	7	0.0467	The team changed the sentence to, 'Please leave your outdoor shoes here and take visitor slippers from the shelf beside the reception desk.'	そこで『外靴をここに置き、受付机の横の棚から来客用スリッパを取ってください』と直しました。
V11-B12-G3-010	9	0.0442	The team also added a rule to its translation process: when a direction depends on local knowledge, translators must check the real location and name the object or place directly.	チームはさらに、場所の指示が校内知識に頼る場合は実際の場所を確認し、物や場所を直接示すというルールを加えました。
V11-B12-G3-010	10	0.0827	They avoided adding unnecessary explanations, because a long notice would be difficult to read in a crowded entrance.	一方、混雑した入口で長文は読みにくいため、不要な説明は増やしませんでした。
V11-B12-G3-010	12	0.0089	The final notice was slightly longer than the original, but it required less guessing from visitors.	最終案内は少し長くなりましたが、来訪者が推測する必要は減りました。
V11-B12-G3-011	1	0.2072	A local museum found a cake recipe in a notebook from the 1950s.	地域博物館は1950年代のノートからケーキのレシピを見つけました。
V11-B12-G3-011	2	0.1545	Some ingredients were written in grams, but milk was listed as 'one cup' without explaining the cup size.	材料の一部はグラムで書かれていましたが、牛乳は『1カップ』とだけあり、カップの大きさは書かれていませんでした。
V11-B12-G3-011	3	0.0607	A volunteer converted every amount using a modern 200-milliliter cup and baked a test cake.	ボランティアが現代の200ミリリットルのカップとして換算して試作しました。
